000001.SZ-----鱼跃龙门  佛系翻倍-------------平安银行
600650.SH-----鱼跃龙门  佛系翻倍-------------锦江在线
600651.SH-----鱼跃龙门  佛系翻倍-------------飞乐音响
600665.SH-----鱼跃龙门  佛系翻倍-------------天地源
600679.SH-----鱼跃龙门  佛系翻倍-------------上海凤凰
600683.SH-----鱼跃龙门  佛系翻倍-------------京投发展
600688.SH-----鱼跃龙门  佛系翻倍-------------上海石化
600691.SH-----鱼跃龙门  佛系翻倍-------------强势股票----阳煤化工
600698.SH-----鱼跃龙门  佛系翻倍-------------湖南天雁
600704.SH-----鱼跃龙门  佛系翻倍-------------强势股票----物产中大
600708.SH-----鱼跃龙门  佛系翻倍-------------光明地产
600712.SH-----鱼跃龙门  佛系翻倍-------------南宁百货
600713.SH-----鱼跃龙门  佛系翻倍-------------南京医药
600716.SH-----鱼跃龙门  佛系翻倍-------------凤凰股份
600717.SH-----鱼跃龙门  佛系翻倍-------------天津港
600720.SH-----鱼跃龙门  佛系翻倍-------------强势股票----祁连山
600723.SH-----鱼跃龙门  佛系翻倍-------------首商股份
600724.SH-----鱼跃龙门  佛系翻倍-------------强势股票----宁波富达
600726.SH-----鱼跃龙门  佛系翻倍-------------华电能源
600728.SH-----鱼跃龙门  佛系翻倍-------------强势股票----佳都科技
600743.SH-----鱼跃龙门  佛系翻倍-------------华远地产
600744.SH-----鱼跃龙门  佛系翻倍-------------华银电力
600748.SH-----鱼跃龙门  佛系翻倍-------------上实发展
600757.SH-----鱼跃龙门  佛系翻倍-------------长江传媒
600758.SH-----鱼跃龙门  佛系翻倍-------------强势股票----辽宁能源
600761.SH-----鱼跃龙门  佛系翻倍-------------安徽合力
600774.SH-----鱼跃龙门  佛系翻倍-------------强势股票----汉商集团
600780.SH-----鱼跃龙门  佛系翻倍-------------强势股票----通宝能源
600790.SH-----鱼跃龙门  佛系翻倍-------------强势股票----轻纺城
600791.SH-----鱼跃龙门  佛系翻倍-------------京能置业
600792.SH-----鱼跃龙门  佛系翻倍-------------强势股票----云煤能源
600795.SH-----鱼跃龙门  佛系翻倍-------------强势股票----国电电力
600804.SH-----鱼跃龙门  佛系翻倍-------------强势股票----鹏博士
600805.SH-----鱼跃龙门  佛系翻倍-------------悦达投资
600815.SH-----鱼跃龙门  佛系翻倍-------------厦工股份
600820.SH-----鱼跃龙门  佛系翻倍-------------隧道股份
600821.SH-----鱼跃龙门  佛系翻倍-------------金开新能
600823.SH-----鱼跃龙门  佛系翻倍-------------强势股票----世茂股份
600824.SH-----鱼跃龙门  佛系翻倍-------------益民集团
600827.SH-----鱼跃龙门  佛系翻倍-------------百联股份
600833.SH-----鱼跃龙门  佛系翻倍-------------第一医药
600839.SH-----鱼跃龙门  佛系翻倍-------------四川长虹
600841.SH-----鱼跃龙门  佛系翻倍-------------上柴股份
600850.SH-----鱼跃龙门  佛系翻倍-------------强势股票----电科数字
600851.SH-----鱼跃龙门  佛系翻倍-------------强势股票----海欣股份
600853.SH-----鱼跃龙门  佛系翻倍-------------龙建股份
600861.SH-----鱼跃龙门  佛系翻倍-------------强势股票----北京城乡
600863.SH-----鱼跃龙门  佛系翻倍-------------内蒙华电
600867.SH-----鱼跃龙门  佛系翻倍-------------通化东宝
600868.SH-----鱼跃龙门  佛系翻倍-------------强势股票----梅雁吉祥
600871.SH-----鱼跃龙门  佛系翻倍-------------石化油服
600874.SH-----鱼跃龙门  佛系翻倍-------------创业环保
600875.SH-----鱼跃龙门  佛系翻倍-------------强势股票----东方电气
600883.SH-----鱼跃龙门  佛系翻倍-------------博闻科技
600885.SH-----鱼跃龙门  佛系翻倍-------------宏发股份
600889.SH-----鱼跃龙门  佛系翻倍-------------南京化纤
600892.SH-----鱼跃龙门  佛系翻倍-------------大晟文化
600917.SH-----鱼跃龙门  佛系翻倍-------------重庆燃气
600958.SH-----鱼跃龙门  佛系翻倍-------------强势股票----东方证券
600962.SH-----鱼跃龙门  佛系翻倍-------------国投中鲁
600966.SH-----鱼跃龙门  佛系翻倍-------------博汇纸业
600969.SH-----鱼跃龙门  佛系翻倍-------------强势股票----郴电国际
600973.SH-----鱼跃龙门  佛系翻倍-------------强势股票----宝胜股份
600975.SH-----鱼跃龙门  佛系翻倍-------------新五丰
600981.SH-----鱼跃龙门  佛系翻倍-------------汇鸿集团
600987.SH-----鱼跃龙门  佛系翻倍-------------航民股份
600998.SH-----鱼跃龙门  佛系翻倍-------------九州通
600999.SH-----鱼跃龙门  佛系翻倍-------------强势股票----招商证券
601002.SH-----鱼跃龙门  佛系翻倍-------------晋亿实业
601007.SH-----鱼跃龙门  佛系翻倍-------------强势股票----金陵饭店
601008.SH-----鱼跃龙门  佛系翻倍-------------强势股票----连云港
601010.SH-----鱼跃龙门  佛系翻倍-------------文峰股份
601016.SH-----鱼跃龙门  佛系翻倍-------------节能风电
601021.SH-----鱼跃龙门  佛系翻倍-------------强势股票----春秋航空
601028.SH-----鱼跃龙门  佛系翻倍-------------玉龙股份
601058.SH-----鱼跃龙门  佛系翻倍-------------强势股票----赛轮轮胎
601098.SH-----鱼跃龙门  佛系翻倍-------------中南传媒
601099.SH-----鱼跃龙门  佛系翻倍-------------强势股票----太平洋
601106.SH-----鱼跃龙门  佛系翻倍-------------中国一重
601107.SH-----鱼跃龙门  佛系翻倍-------------强势股票----四川成渝
601126.SH-----鱼跃龙门  佛系翻倍-------------强势股票----四方股份
601158.SH-----鱼跃龙门  佛系翻倍-------------强势股票----重庆水务
601169.SH-----鱼跃龙门  佛系翻倍-------------强势股票----北京银行
601179.SH-----鱼跃龙门  佛系翻倍-------------中国西电
601186.SH-----鱼跃龙门  佛系翻倍-------------中国铁建
601188.SH-----鱼跃龙门  佛系翻倍-------------强势股票----龙江交通
601198.SH-----鱼跃龙门  佛系翻倍-------------强势股票----东兴证券
601199.SH-----鱼跃龙门  佛系翻倍-------------强势股票----江南水务
601218.SH-----鱼跃龙门  佛系翻倍-------------吉鑫科技
601222.SH-----鱼跃龙门  佛系翻倍-------------林洋能源
601231.SH-----鱼跃龙门  佛系翻倍-------------环旭电子
601258.SH-----鱼跃龙门  佛系翻倍-------------庞大集团
601333.SH-----鱼跃龙门  佛系翻倍-------------强势股票----广深铁路
601515.SH-----鱼跃龙门  佛系翻倍-------------强势股票----东风股份
601518.SH-----鱼跃龙门  佛系翻倍-------------强势股票----吉林高速
601555.SH-----鱼跃龙门  佛系翻倍-------------强势股票----东吴证券
601567.SH-----鱼跃龙门  佛系翻倍-------------三星医疗
601579.SH-----鱼跃龙门  佛系翻倍-------------会稽山
601588.SH-----鱼跃龙门  佛系翻倍-------------北辰实业
601599.SH-----鱼跃龙门  佛系翻倍-------------浙文影业
601616.SH-----鱼跃龙门  佛系翻倍-------------广电电气
601666.SH-----鱼跃龙门  佛系翻倍-------------强势股票----平煤股份
601669.SH-----鱼跃龙门  佛系翻倍-------------强势股票----中国电建
601689.SH-----鱼跃龙门  佛系翻倍-------------拓普集团
601718.SH-----鱼跃龙门  佛系翻倍-------------际华集团
601777.SH-----鱼跃龙门  佛系翻倍-------------强势股票----力帆科技
601798.SH-----鱼跃龙门  佛系翻倍-------------蓝科高新
601801.SH-----鱼跃龙门  佛系翻倍-------------强势股票----皖新传媒
601808.SH-----鱼跃龙门  佛系翻倍-------------中海油服
601880.SH-----鱼跃龙门  佛系翻倍-------------辽港股份
601890.SH-----鱼跃龙门  佛系翻倍-------------强势股票----亚星锚链
601898.SH-----鱼跃龙门  佛系翻倍-------------中煤能源
601918.SH-----鱼跃龙门  佛系翻倍-------------新集能源
601928.SH-----鱼跃龙门  佛系翻倍-------------强势股票----凤凰传媒
601929.SH-----鱼跃龙门  佛系翻倍-------------吉视传媒
601991.SH-----鱼跃龙门  佛系翻倍-------------强势股票----大唐发电
601992.SH-----鱼跃龙门  佛系翻倍-------------强势股票----金隅集团
603020.SH-----鱼跃龙门  佛系翻倍-------------爱普股份
603077.SH-----鱼跃龙门  佛系翻倍-------------强势股票----和邦生物
603088.SH-----鱼跃龙门  佛系翻倍-------------强势股票----宁波精达
603099.SH-----鱼跃龙门  佛系翻倍-------------强势股票----长白山
603126.SH-----鱼跃龙门  佛系翻倍-------------中材节能
603167.SH-----鱼跃龙门  佛系翻倍-------------强势股票----渤海轮渡
603188.SH-----鱼跃龙门  佛系翻倍-------------强势股票----亚邦股份
603333.SH-----鱼跃龙门  佛系翻倍-------------尚纬股份
603366.SH-----鱼跃龙门  佛系翻倍-------------日出东方
603456.SH-----鱼跃龙门  佛系翻倍-------------强势股票----九洲药业
603600.SH-----鱼跃龙门  佛系翻倍-------------强势股票----永艺股份
603606.SH-----鱼跃龙门  佛系翻倍-------------东方电缆
603609.SH-----鱼跃龙门  佛系翻倍-------------禾丰股份
603618.SH-----鱼跃龙门  佛系翻倍-------------强势股票----杭电股份
603686.SH-----鱼跃龙门  佛系翻倍-------------龙马环卫
603699.SH-----鱼跃龙门  佛系翻倍-------------强势股票----纽威股份
603766.SH-----鱼跃龙门  佛系翻倍-------------强势股票----隆鑫通用
603988.SH-----鱼跃龙门  佛系翻倍-------------中电电机
000158.SZ-----鱼跃龙门  佛系翻倍-------------常山北明
000158.SZ-----鱼跃龙门  佛系翻倍-------------常山北明
000158.SZ-----鱼跃龙门  佛系翻倍-------------常山北明
000158.SZ-----鱼跃龙门  佛系翻倍-------------常山北明
000001.SZ-----鱼跃龙门  佛系翻倍-------------平安银行
000055.SZ-----鱼跃龙门  佛系翻倍-------------方大集团
000423.SZ-----鱼跃龙门  佛系翻倍-------------东阿阿胶
000567.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----海德股份
000598.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----兴蓉环境
000607.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----华媒控股
000631.SZ-----鱼跃龙门  佛系翻倍-------------顺发恒业
000726.SZ-----鱼跃龙门  佛系翻倍-------------鲁泰A
000790.SZ-----鱼跃龙门  佛系翻倍-------------华神科技
000875.SZ-----鱼跃龙门  佛系翻倍-------------吉电股份
000897.SZ-----鱼跃龙门  佛系翻倍-------------津滨发展
002009.SZ-----鱼跃龙门  佛系翻倍-------------天奇股份
002019.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----亿帆医药
002022.SZ-----鱼跃龙门  佛系翻倍-------------科华生物
002028.SZ-----鱼跃龙门  佛系翻倍-------------思源电气
002041.SZ-----鱼跃龙门  佛系翻倍-------------登海种业
002046.SZ-----鱼跃龙门  佛系翻倍-------------国机精工
002096.SZ-----鱼跃龙门  佛系翻倍-------------南岭民爆
002100.SZ-----鱼跃龙门  佛系翻倍-------------天康生物
002105.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----信隆健康
002118.SZ-----鱼跃龙门  佛系翻倍-------------紫鑫药业
002124.SZ-----鱼跃龙门  佛系翻倍-------------天邦股份
002139.SZ-----鱼跃龙门  佛系翻倍-------------拓邦股份
002157.SZ-----鱼跃龙门  佛系翻倍-------------正邦科技
002202.SZ-----鱼跃龙门  佛系翻倍-------------金风科技
002216.SZ-----鱼跃龙门  佛系翻倍-------------三全食品
002230.SZ-----鱼跃龙门  佛系翻倍-------------科大讯飞
002242.SZ-----鱼跃龙门  佛系翻倍-------------九阳股份
002261.SZ-----鱼跃龙门  佛系翻倍-------------拓维信息
002262.SZ-----鱼跃龙门  佛系翻倍-------------恩华药业
002273.SZ-----鱼跃龙门  佛系翻倍-------------水晶光电
002299.SZ-----鱼跃龙门  佛系翻倍-------------圣农发展
002326.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----永太科技
002330.SZ-----鱼跃龙门  佛系翻倍-------------得利斯
002332.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----仙琚制药
002344.SZ-----鱼跃龙门  佛系翻倍-------------海宁皮城
002385.SZ-----鱼跃龙门  佛系翻倍-------------大北农
002391.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----长青股份
002475.SZ-----鱼跃龙门  佛系翻倍-------------立讯精密
002487.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----大金重工
002529.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----海源复材
002531.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----天顺风能
002548.SZ-----鱼跃龙门  佛系翻倍-------------金新农
002561.SZ-----鱼跃龙门  佛系翻倍-------------徐家汇
002562.SZ-----鱼跃龙门  佛系翻倍-------------兄弟科技
002581.SZ-----鱼跃龙门  佛系翻倍-------------未名医药
002583.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----海能达
002635.SZ-----鱼跃龙门  佛系翻倍-------------安洁科技
002697.SZ-----鱼跃龙门  佛系翻倍-------------红旗连锁
002701.SZ-----鱼跃龙门  佛系翻倍-------------奥瑞金
002709.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----天赐材料
002714.SZ-----鱼跃龙门  佛系翻倍-------------牧原股份
002723.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----金莱特
002731.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----萃华珠宝
002748.SZ-----鱼跃龙门  佛系翻倍-------------世龙实业
600004.SH-----鱼跃龙门  佛系翻倍-------------强势股票----白云机场
600029.SH-----鱼跃龙门  佛系翻倍-------------强势股票----南方航空
600039.SH-----鱼跃龙门  佛系翻倍-------------四川路桥
600060.SH-----鱼跃龙门  佛系翻倍-------------海信视像
600115.SH-----鱼跃龙门  佛系翻倍-------------强势股票----中国东航
600172.SH-----鱼跃龙门  佛系翻倍-------------强势股票----黄河旋风
600223.SH-----鱼跃龙门  佛系翻倍-------------强势股票----鲁商发展
600229.SH-----鱼跃龙门  佛系翻倍-------------城市传媒
600305.SH-----鱼跃龙门  佛系翻倍-------------恒顺醋业
600336.SH-----鱼跃龙门  佛系翻倍-------------澳柯玛
600354.SH-----鱼跃龙门  佛系翻倍-------------敦煌种业
600355.SH-----鱼跃龙门  佛系翻倍-------------强势股票----精伦电子
600373.SH-----鱼跃龙门  佛系翻倍-------------中文传媒
600380.SH-----鱼跃龙门  佛系翻倍-------------健康元
600415.SH-----鱼跃龙门  佛系翻倍-------------小商品城
600435.SH-----鱼跃龙门  佛系翻倍-------------北方导航
600467.SH-----鱼跃龙门  佛系翻倍-------------好当家
600470.SH-----鱼跃龙门  佛系翻倍-------------强势股票----六国化工
600505.SH-----鱼跃龙门  佛系翻倍-------------西昌电力
600521.SH-----鱼跃龙门  佛系翻倍-------------华海药业
600522.SH-----鱼跃龙门  佛系翻倍-------------中天科技
600535.SH-----鱼跃龙门  佛系翻倍-------------天士力
600536.SH-----鱼跃龙门  佛系翻倍-------------中国软件
600597.SH-----鱼跃龙门  佛系翻倍-------------光明乳业
600618.SH-----鱼跃龙门  佛系翻倍-------------强势股票----氯碱化工
600723.SH-----鱼跃龙门  佛系翻倍-------------首商股份
600774.SH-----鱼跃龙门  佛系翻倍-------------强势股票----汉商集团
600805.SH-----鱼跃龙门  佛系翻倍-------------悦达投资
600821.SH-----鱼跃龙门  佛系翻倍-------------金开新能
600850.SH-----鱼跃龙门  佛系翻倍-------------强势股票----电科数字
600861.SH-----鱼跃龙门  佛系翻倍-------------强势股票----北京城乡
600867.SH-----鱼跃龙门  佛系翻倍-------------通化东宝
600883.SH-----鱼跃龙门  佛系翻倍-------------博闻科技
600885.SH-----鱼跃龙门  佛系翻倍-------------宏发股份
600962.SH-----鱼跃龙门  佛系翻倍-------------国投中鲁
600975.SH-----鱼跃龙门  佛系翻倍-------------新五丰
601021.SH-----鱼跃龙门  佛系翻倍-------------强势股票----春秋航空
601058.SH-----鱼跃龙门  佛系翻倍-------------强势股票----赛轮轮胎
601107.SH-----鱼跃龙门  佛系翻倍-------------强势股票----四川成渝
601126.SH-----鱼跃龙门  佛系翻倍-------------强势股票----四方股份
601169.SH-----鱼跃龙门  佛系翻倍-------------强势股票----北京银行
601218.SH-----鱼跃龙门  佛系翻倍-------------吉鑫科技
601231.SH-----鱼跃龙门  佛系翻倍-------------环旭电子
601689.SH-----鱼跃龙门  佛系翻倍-------------拓普集团
601801.SH-----鱼跃龙门  佛系翻倍-------------强势股票----皖新传媒
603088.SH-----鱼跃龙门  佛系翻倍-------------强势股票----宁波精达
603606.SH-----鱼跃龙门  佛系翻倍-------------东方电缆
000001.SZ-----鱼跃龙门  佛系翻倍-------------平安银行
000055.SZ-----鱼跃龙门  佛系翻倍-------------方大集团
000423.SZ-----鱼跃龙门  佛系翻倍-------------东阿阿胶
000567.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----海德股份
000598.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----兴蓉环境
000607.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----华媒控股
000631.SZ-----鱼跃龙门  佛系翻倍-------------顺发恒业
000726.SZ-----鱼跃龙门  佛系翻倍-------------鲁泰A
000790.SZ-----鱼跃龙门  佛系翻倍-------------华神科技
000875.SZ-----鱼跃龙门  佛系翻倍-------------吉电股份
000897.SZ-----鱼跃龙门  佛系翻倍-------------津滨发展
002009.SZ-----鱼跃龙门  佛系翻倍-------------天奇股份
002019.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----亿帆医药
002022.SZ-----鱼跃龙门  佛系翻倍-------------科华生物
002028.SZ-----鱼跃龙门  佛系翻倍-------------思源电气
002041.SZ-----鱼跃龙门  佛系翻倍-------------登海种业
002046.SZ-----鱼跃龙门  佛系翻倍-------------国机精工
002096.SZ-----鱼跃龙门  佛系翻倍-------------南岭民爆
002100.SZ-----鱼跃龙门  佛系翻倍-------------天康生物
002105.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----信隆健康
002118.SZ-----鱼跃龙门  佛系翻倍-------------紫鑫药业
002124.SZ-----鱼跃龙门  佛系翻倍-------------天邦股份
002139.SZ-----鱼跃龙门  佛系翻倍-------------拓邦股份
002157.SZ-----鱼跃龙门  佛系翻倍-------------正邦科技
002202.SZ-----鱼跃龙门  佛系翻倍-------------金风科技
002216.SZ-----鱼跃龙门  佛系翻倍-------------三全食品
002230.SZ-----鱼跃龙门  佛系翻倍-------------科大讯飞
002242.SZ-----鱼跃龙门  佛系翻倍-------------九阳股份
002261.SZ-----鱼跃龙门  佛系翻倍-------------拓维信息
002262.SZ-----鱼跃龙门  佛系翻倍-------------恩华药业
002273.SZ-----鱼跃龙门  佛系翻倍-------------水晶光电
002299.SZ-----鱼跃龙门  佛系翻倍-------------圣农发展
002326.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----永太科技
002330.SZ-----鱼跃龙门  佛系翻倍-------------得利斯
002332.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----仙琚制药
002344.SZ-----鱼跃龙门  佛系翻倍-------------海宁皮城
002385.SZ-----鱼跃龙门  佛系翻倍-------------大北农
002391.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----长青股份
002475.SZ-----鱼跃龙门  佛系翻倍-------------立讯精密
002487.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----大金重工
002529.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----海源复材
002531.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----天顺风能
002548.SZ-----鱼跃龙门  佛系翻倍-------------金新农
002561.SZ-----鱼跃龙门  佛系翻倍-------------徐家汇
002562.SZ-----鱼跃龙门  佛系翻倍-------------兄弟科技
002581.SZ-----鱼跃龙门  佛系翻倍-------------未名医药
002583.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----海能达
002635.SZ-----鱼跃龙门  佛系翻倍-------------安洁科技
002697.SZ-----鱼跃龙门  佛系翻倍-------------红旗连锁
002701.SZ-----鱼跃龙门  佛系翻倍-------------奥瑞金
002709.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----天赐材料
002714.SZ-----鱼跃龙门  佛系翻倍-------------牧原股份
002723.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----金莱特
002731.SZ-----鱼跃龙门  佛系翻倍-------------强势股票----萃华珠宝
002748.SZ-----鱼跃龙门  佛系翻倍-------------世龙实业
600004.SH-----鱼跃龙门  佛系翻倍-------------强势股票----白云机场
600029.SH-----鱼跃龙门  佛系翻倍-------------强势股票----南方航空
600039.SH-----鱼跃龙门  佛系翻倍-------------四川路桥
600060.SH-----鱼跃龙门  佛系翻倍-------------海信视像
600115.SH-----鱼跃龙门  佛系翻倍-------------强势股票----中国东航
600172.SH-----鱼跃龙门  佛系翻倍-------------强势股票----黄河旋风
600223.SH-----鱼跃龙门  佛系翻倍-------------强势股票----鲁商发展
600229.SH-----鱼跃龙门  佛系翻倍-------------城市传媒
600305.SH-----鱼跃龙门  佛系翻倍-------------恒顺醋业
600336.SH-----鱼跃龙门  佛系翻倍-------------澳柯玛
600354.SH-----鱼跃龙门  佛系翻倍-------------敦煌种业
600355.SH-----鱼跃龙门  佛系翻倍-------------强势股票----精伦电子
600373.SH-----鱼跃龙门  佛系翻倍-------------中文传媒
600380.SH-----鱼跃龙门  佛系翻倍-------------健康元
600415.SH-----鱼跃龙门  佛系翻倍-------------小商品城
600435.SH-----鱼跃龙门  佛系翻倍-------------北方导航
600467.SH-----鱼跃龙门  佛系翻倍-------------好当家
600470.SH-----鱼跃龙门  佛系翻倍-------------强势股票----六国化工
600505.SH-----鱼跃龙门  佛系翻倍-------------西昌电力
600521.SH-----鱼跃龙门  佛系翻倍-------------华海药业
600522.SH-----鱼跃龙门  佛系翻倍-------------中天科技
600535.SH-----鱼跃龙门  佛系翻倍-------------天士力
600536.SH-----鱼跃龙门  佛系翻倍-------------中国软件
600597.SH-----鱼跃龙门  佛系翻倍-------------光明乳业
600618.SH-----鱼跃龙门  佛系翻倍-------------强势股票----氯碱化工
600723.SH-----鱼跃龙门  佛系翻倍-------------首商股份
600774.SH-----鱼跃龙门  佛系翻倍-------------强势股票----汉商集团
600805.SH-----鱼跃龙门  佛系翻倍-------------悦达投资
600821.SH-----鱼跃龙门  佛系翻倍-------------金开新能
600850.SH-----鱼跃龙门  佛系翻倍-------------强势股票----电科数字
600861.SH-----鱼跃龙门  佛系翻倍-------------强势股票----北京城乡
600867.SH-----鱼跃龙门  佛系翻倍-------------通化东宝
600883.SH-----鱼跃龙门  佛系翻倍-------------博闻科技
600885.SH-----鱼跃龙门  佛系翻倍-------------宏发股份
600962.SH-----鱼跃龙门  佛系翻倍-------------国投中鲁
600975.SH-----鱼跃龙门  佛系翻倍-------------新五丰
601021.SH-----鱼跃龙门  佛系翻倍-------------强势股票----春秋航空
601058.SH-----鱼跃龙门  佛系翻倍-------------强势股票----赛轮轮胎
601107.SH-----鱼跃龙门  佛系翻倍-------------强势股票----四川成渝
601126.SH-----鱼跃龙门  佛系翻倍-------------强势股票----四方股份
601169.SH-----鱼跃龙门  佛系翻倍-------------强势股票----北京银行
601218.SH-----鱼跃龙门  佛系翻倍-------------吉鑫科技
601231.SH-----鱼跃龙门  佛系翻倍-------------环旭电子
601689.SH-----鱼跃龙门  佛系翻倍-------------拓普集团
601801.SH-----鱼跃龙门  佛系翻倍-------------强势股票----皖新传媒
603088.SH-----鱼跃龙门  佛系翻倍-------------强势股票----宁波精达
603606.SH-----鱼跃龙门  佛系翻倍-------------东方电缆
